UT 4205    46933    60429    63845    73910    79633    98848   127772   155814   221805   265732   358116
UT 4206     6458     7050    17563    17298    18856    18434    18761    19983    33071    34856    39595
UT 4207    11478    18245    26055    27790    29977    35118    39194    34953    50743    46890    51327
VT 4301   135512   143182   139070   141113   136222   137494   134190   143622   165770   179095   193584
VT 4302   145318   148458   146962   152097   154306   167698   180689   219871   253261   282872   308327
VT 4303    62811    64316    66396    66401    68703    72555    75002    80837    92425   100791   106916
VA 4401   466154   539608   619914   637364   739694   908255  1146972  1415618  1568953  1854792  2058351
VA 4402   364085   407213   460347   477537   505679   577679   662863   751720   866154  1003752  1194526
VA 4403   332397   355841   375327   392890   426804   453915   489998   528888   602151   623633   678550
VA 4404   213277   219475   229100   249363   312298   496355   768020  1075829  1300464  1695386  2076302
VA 4405   179164   206281   227702   269677   290259   326635   366062   409262   451974   469048   512267
VA 4406   289392   337808   369521   400766   467148   507516   481422   467177   557122   540747   558519
WA 4501    20746    43900    54182    68247    64444    66118    65264    71576    81809    82771    89695
WA 4502     7952    13011    13832    17978    19548    27759    35422    44647    70107    90045   107771
WA 4503   245512   574666   733878   853929   942515  1325588  1649069  2084844  2458571  3010920  3616713
WA 4504    50928    98123   115235   160924   185784   255542   284373   363288   490771   584586   762776
WA 4505     2578     4384     3933     4551     6237     6791     7597     8173    10679    11455    13591
WA 4506     8887    19356    21538    25144    29064    33553    33245    35290    39010    42882    52531
WA 4507    19393    37757    39816    38921    45280    52627    54321    53958    62366    67162    80701
WA 4508    50832   134377   155658   172186   207569   314222   373365   382313   480466   517647   638277
WA 4509    70366   163555   168272   173788   188406   241564   294244   301311   369366   390728   457571
WA 4510    40909    52861    50277    47728    47344    55199    56314    63769    69011    68496    74495
WV 4601   168577   192088   213678   255533   266400   264964   279889   284378   297812   264230   255281
WV 4602   223085   267498   318341   348406   361016   359724   319108   311620   348161   322459   329002
WV 4603   242156   310270   399987   502601   578183   653920   640372   591234   642302   587418   583556
WV 4604   148033   215478   249192   289984   332271   345317   282259   247867   297197   267685   268744
WV 4605    86959   137883   177006   223443   246869   265765   221049   186596   209632   175262   163053
WV 4606    89990    97902   105497   109238   117235   115862   117744   122542   154540   176423   208708
WI 4701   171844   211343   244798   244657   261542   263174   260203   272233   310170   320629   351396
WI 4702   146079   179084   212191   214742   230412   227775   231329   241194   276272   280070   305694
WI 4703    97224   119604   131534   131205   139425   134186   127213   129486   143759   147950   163836
WI 4704   212795   210520   214191   220963   229539   236846   242837   263333   301284   317794   356975
WI 4705   156801   165299   170737   166103   177385   182686   191889   216765   253572   266079   292562
WI 4706   346913   373138   405074   454372   491099   547691   636799   742120   789353   834249   932353
WI 4707   179563   176212   177526   172856   181123   181057   177121   180253   191291   190810   206116
WI 4708   254738   266240   290958   326517   357827   418948   509265   615051   673976   722841   821015
WI 4709   503177   632537   785178  1007716  1069367  1242339  1575254  1757435  1766241  1811493  1933877
WY 4801       57      817     1123     1265     1714     2335     2598     2666     3250     3480     3872
WY 4802     3134     5808     7022     8094     8294     7638     8104     9653    16163    18230    26399
WY 4803    17544    22749    25716    31484    33943    35807    33158    33056    64661    67938    69700
WY 4804     4639    13495    26667    27898    33010    38829    41783    37762    45438    43375    46500
WY 4805     7505    19834    22970    21974    24513    25258    25039    24033    32580    30416    34405
WY 4806     3778     7484    11399    12623    12175    10661    11820    18050    29774    34374    39086
WY 4807     2562     3968     4017     4144     4336     5693     6702     5787     7049     6851     7187
WY 4808    24985    36072    61257    78173    84217   102232   126230   120695   162983   152787   166841
WY 4809     5357    11822    11865    10538    16136    19626    26224    28396    39042    33704    35847
WY 4810    22970    23916    22366    29372    32404    42450    48408    52318    68617    62433    63945
